index,rating
index_505,3.0
index_506,3.0
index_507,3.0
index_508,3.0
index_509,3.0
index_510,3.0
index_511,3.0
index_512,3.0
index_513,3.0
index_514,3.0
index_515,3.0
index_516,3.0
index_517,3.0
index_518,3.0
index_519,3.0
index_520,3.0
index_521,3.0
index_522,3.0
index_523,3.0
index_524,3.0
index_525,3.0
index_526,3.0
index_527,3.0
index_528,3.0
index_529,3.0
index_530,3.0
index_531,3.0
index_532,3.0
index_533,3.0
index_534,3.0
index_535,3.0
index_536,3.0
index_537,3.0
index_538,3.0
index_539,3.0
index_540,3.0
index_541,3.0
index_542,3.0
index_543,3.0
index_544,3.0
index_545,3.0
index_546,3.0
index_547,3.0
index_548,3.0
index_549,3.0
index_550,3.0
index_551,3.0
index_552,3.0
index_553,3.0
index_554,3.0
index_555,3.0
index_556,3.0
index_557,3.0
index_558,3.0
index_559,3.0
index_560,3.0
index_561,3.0
index_562,3.0
index_563,3.0
index_564,3.0
index_565,3.0
index_566,3.0
index_567,3.0
index_568,3.0
index_569,3.0
index_570,3.0
index_571,3.0
index_572,3.0
index_573,3.0
index_574,3.0
index_575,3.0
index_576,3.0
index_577,3.0
index_578,3.0
index_579,3.0
index_580,3.0
index_581,3.0
index_582,3.0
index_583,3.0
index_584,3.0
index_585,3.0
index_586,3.0
index_587,3.0
index_588,3.0
index_589,3.0
index_590,3.0
index_591,3.0
index_592,3.0
index_593,3.0
index_594,3.0
index_595,3.0
index_596,3.0
index_597,3.0
index_598,3.0
index_599,3.0
index_600,3.0
index_601,3.0
index_602,3.0
index_603,3.0
index_604,3.0
index_605,3.0
index_606,3.0
index_607,3.0
index_608,3.0
index_609,3.0
index_610,3.0
index_611,3.0
index_612,3.0
index_613,3.0
index_614,3.0
index_615,3.0
index_616,3.0
index_617,3.0
index_618,3.0
index_619,3.0
index_620,3.0
index_621,3.0
index_622,3.0
index_623,3.0
index_624,3.0
index_625,3.0
index_626,3.0
index_627,3.0
index_628,3.0
index_629,3.0
index_630,3.0
index_631,3.0
index_632,3.0
index_633,3.0
index_634,3.0
index_635,3.0
index_636,3.0
index_637,3.0
index_638,3.0
index_639,3.0
index_640,3.0
index_641,3.0
index_642,3.0
index_643,3.0
index_644,3.0
index_645,3.0
index_646,3.0
index_647,3.0
index_648,3.0
index_649,3.0
index_650,3.0
index_651,3.0
index_652,3.0
index_653,3.0
index_654,3.0
index_655,3.0
index_656,3.0
index_657,3.0
index_658,3.0
index_659,3.0
index_660,3.0
index_661,3.0
index_662,3.0
index_663,3.0
index_664,3.0
index_665,3.0
index_666,3.0
index_667,3.0
index_668,3.0
index_669,3.0
index_670,3.0
index_671,3.0
index_672,3.0
index_673,3.0
index_674,3.0
index_675,3.0
index_676,3.0
index_677,3.0
index_678,3.0
index_679,3.0
index_680,3.0
index_681,3.0
index_682,3.0
index_683,3.0
index_684,3.0
index_685,3.0
index_686,3.0
index_687,3.0
index_688,3.0
index_689,3.0
index_690,3.0
index_691,3.0
index_692,3.0
index_693,3.0
index_694,3.0
index_695,3.0
index_696,3.0
index_697,3.0
index_698,3.0
index_699,3.0
index_700,3.0
index_701,3.0
index_702,3.0
index_703,3.0
index_704,3.0
index_705,3.0
index_706,3.0
index_707,3.0
index_708,3.0
index_709,3.0
index_710,3.0
index_711,3.0
index_712,3.0
index_713,3.0
index_714,3.0
index_715,3.0
index_716,3.0
index_717,3.0
index_718,3.0
index_719,3.0
index_720,3.0
index_721,3.0
index_722,3.0
index_723,3.0
index_724,3.0
index_725,3.0
index_726,3.0
index_727,3.0
index_728,3.0
index_729,3.0
index_730,3.0
index_731,3.0
index_732,3.0
index_733,3.0
index_734,3.0
index_735,3.0
index_736,3.0
index_737,3.0
index_738,3.0
index_739,3.0
index_740,3.0
index_741,3.0
index_742,3.0
index_743,3.0
index_744,3.0
index_745,3.0
index_746,3.0
index_747,3.0
index_748,3.0
index_749,3.0
index_750,3.0
index_751,3.0
index_752,3.0
index_753,3.0
index_754,3.0
index_755,3.0
index_756,3.0
index_757,3.0
index_758,3.0
index_759,3.0
index_760,3.0
index_761,3.0
index_762,3.0
index_763,3.0
index_764,3.0
index_765,3.0
index_766,3.0
index_767,3.0
index_768,3.0
index_769,3.0
index_770,3.0
index_771,3.0
index_772,3.0
index_773,3.0
index_774,3.0
index_775,3.0
index_776,3.0
index_777,3.0
index_778,3.0
index_779,3.0
index_780,3.0
index_781,3.0
index_782,3.0
index_783,3.0
index_784,3.0
index_785,3.0
index_786,3.0
index_787,3.0
index_788,3.0
index_789,3.0
index_790,3.0
index_791,3.0
index_792,3.0
index_793,3.0
index_794,3.0
index_795,3.0
index_796,3.0
index_797,3.0
index_798,3.0
index_799,3.0
index_800,3.0
index_801,3.0
index_802,3.0
index_803,3.0
index_804,3.0
index_805,3.0
index_806,3.0
index_807,3.0
index_808,3.0
index_809,3.0
index_810,3.0
index_811,3.0
index_812,3.0
index_813,3.0
index_814,3.0
index_815,3.0
index_816,3.0
index_817,3.0
index_818,3.0
index_819,3.0
index_820,3.0
index_821,3.0
index_822,3.0
index_823,3.0
index_824,3.0
index_825,3.0
index_826,3.0
index_827,3.0
index_828,3.0
index_829,3.0
index_830,3.0
index_831,3.0
index_832,3.0
index_833,3.0
index_834,3.0
index_835,3.0
index_836,3.0
index_837,3.0
index_838,3.0
index_839,3.0
index_840,3.0
index_841,3.0
index_842,3.0
index_843,3.0
index_844,3.0
index_845,3.0
index_846,3.0
index_847,3.0
index_848,3.0
index_849,3.0
index_850,3.0
index_851,3.0
index_852,3.0
index_853,3.0
index_854,3.0
index_855,3.0
index_856,3.0
index_857,3.0
index_858,3.0
index_859,3.0
index_860,3.0
index_861,3.0
index_862,3.0
index_863,3.0
index_864,3.0
index_865,3.0
index_866,3.0
index_867,3.0
index_868,3.0
index_869,3.0
index_870,3.0
index_871,3.0
index_872,3.0
index_873,3.0
index_874,3.0
index_875,3.0
index_876,3.0
index_877,3.0
index_878,3.0
index_879,3.0
index_880,3.0
index_881,3.0
index_882,3.0
index_883,3.0
index_884,3.0
index_885,3.0
index_886,3.0
index_887,3.0
index_888,3.0
index_889,3.0
index_890,3.0
index_891,3.0
index_892,3.0
index_893,3.0
index_894,3.0
index_895,3.0
index_896,3.0
index_897,3.0
index_898,3.0
index_899,3.0
index_900,3.0
index_901,3.0
index_902,3.0
index_903,3.0
index_904,3.0
index_905,3.0
index_906,3.0
index_907,3.0
index_908,3.0
index_909,3.0
index_910,3.0
index_911,3.0
index_912,3.0
index_913,3.0
index_914,3.0
index_915,3.0
index_916,3.0
index_917,3.0
index_918,3.0
index_919,3.0
index_920,3.0
index_921,3.0
index_922,3.0
index_923,3.0
index_924,3.0
index_925,3.0
index_926,3.0
index_927,3.0
index_928,3.0
index_929,3.0
index_930,3.0
index_931,3.0
index_932,3.0
index_933,3.0
index_934,3.0
index_935,3.0
index_936,3.0
index_937,3.0
index_938,3.0
index_939,3.0
index_940,3.0
index_941,3.0
index_942,3.0
index_943,3.0
index_944,3.0
index_945,3.0
index_946,3.0
index_947,3.0
index_948,3.0
index_949,3.0
index_950,3.0
index_951,3.0
index_952,3.0
index_953,3.0
index_954,3.0
index_955,3.0
index_956,3.0
index_957,3.0
index_958,3.0
index_959,3.0
index_960,3.0
index_961,3.0
index_962,3.0
index_963,3.0
index_964,3.0
index_965,3.0
index_966,3.0
index_967,3.0
index_968,3.0
index_969,3.0
index_970,3.0
index_971,3.0
index_972,3.0
index_973,3.0
index_974,3.0
index_975,3.0
index_976,3.0
index_977,3.0
index_978,3.0
index_979,3.0
index_980,3.0
index_981,3.0
index_982,3.0
index_983,3.0
index_984,3.0
index_985,3.0
index_986,3.0
index_987,3.0
index_988,3.0
index_989,3.0
index_990,3.0
index_991,3.0
index_992,3.0
index_993,3.0
index_994,3.0
index_995,3.0
index_996,3.0
index_997,3.0
index_998,3.0
index_999,3.0
index_1000,3.0
index_1001,3.0
index_1002,3.0
index_1003,3.0
index_1004,3.0
index_1005,3.0
index_1006,3.0
index_1007,3.0
index_1008,3.0
index_1009,3.0
index_1010,3.0
index_1011,3.0
index_1012,3.0
index_1013,3.0
index_1014,3.0
index_1015,3.0
index_1016,3.0
index_1017,3.0
index_1018,3.0
index_1019,3.0
index_1020,3.0
index_1021,3.0
index_1022,3.0
index_1023,3.0
index_1024,3.0
index_1025,3.0
index_1026,3.0
index_1027,3.0
index_1028,3.0
index_1029,3.0
index_1030,3.0
index_1031,3.0
index_1032,3.0
index_1033,3.0
index_1034,3.0
index_1035,3.0
index_1036,3.0
index_1037,3.0
index_1038,3.0
index_1039,3.0
index_1040,3.0
index_1041,3.0
index_1042,3.0
index_1043,3.0
index_1044,3.0
index_1045,3.0
index_1046,3.0
index_1047,3.0
index_1048,3.0
index_1049,3.0
index_1050,3.0
index_1051,3.0
index_1052,3.0
index_1053,3.0
index_1054,3.0
index_1055,3.0
index_1056,3.0
index_1057,3.0
index_1058,3.0
index_1059,3.0
index_1060,3.0
index_1061,3.0
index_1062,3.0
index_1063,3.0
index_1064,3.0
index_1065,3.0
index_1066,3.0
index_1067,3.0
index_1068,3.0
index_1069,3.0
index_1070,3.0
index_1071,3.0
index_1072,3.0
index_1073,3.0
index_1074,3.0
index_1075,3.0
index_1076,3.0
index_1077,3.0
index_1078,3.0
index_1079,3.0
index_1080,3.0
index_1081,3.0
index_1082,3.0
index_1083,3.0
index_1084,3.0
index_1085,3.0
index_1086,3.0
index_1087,3.0
index_1088,3.0
index_1089,3.0
index_1090,3.0
index_1091,3.0
index_1092,3.0
index_1093,3.0
index_1094,3.0
index_1095,3.0
index_1096,3.0
index_1097,3.0
index_1098,3.0
index_1099,3.0
index_1100,3.0
index_1101,3.0
index_1102,3.0
index_1103,3.0
index_1104,3.0
index_1105,3.0
index_1106,3.0
index_1107,3.0
index_1108,3.0
index_1109,3.0
index_1110,3.0
index_1111,3.0
index_1112,3.0
index_1113,3.0
index_1114,3.0
index_1115,3.0
index_1116,3.0
index_1117,3.0
index_1118,3.0
index_1119,3.0
index_1120,3.0
index_1121,3.0
index_1122,3.0
index_1123,3.0
index_1124,3.0
index_1125,3.0
index_1126,3.0
index_1127,3.0
index_1128,3.0
index_1129,3.0
index_1130,3.0
index_1131,3.0
index_1132,3.0
index_1133,3.0
index_1134,3.0
index_1135,3.0
index_1136,3.0
index_1137,3.0
index_1138,3.0
index_1139,3.0
index_1140,3.0
index_1141,3.0
index_1142,3.0
index_1143,3.0
index_1144,3.0
index_1145,3.0
index_1146,3.0
index_1147,3.0
index_1148,3.0
index_1149,3.0
index_1150,3.0
index_1151,3.0
index_1152,3.0
index_1153,3.0
index_1154,3.0
index_1155,3.0
index_1156,3.0
index_1157,3.0
index_1158,3.0
index_1159,3.0
index_1160,3.0
index_1161,3.0
index_1162,3.0
index_1163,3.0
index_1164,3.0
index_1165,3.0
index_1166,3.0
index_1167,3.0
index_1168,3.0
index_1169,3.0
index_1170,3.0
index_1171,3.0
index_1172,3.0
index_1173,3.0
index_1174,3.0
index_1175,3.0
index_1176,3.0
index_1177,3.0
index_1178,3.0
index_1179,3.0
index_1180,3.0
index_1181,3.0
index_1182,3.0
index_1183,3.0
index_1184,3.0
index_1185,3.0
index_1186,3.0
index_1187,3.0
index_1188,3.0
index_1189,3.0
index_1190,3.0
index_1191,3.0
index_1192,3.0
index_1193,3.0
index_1194,3.0
index_1195,3.0
index_1196,3.0
index_1197,3.0
index_1198,3.0
index_1199,3.0
index_1200,3.0
index_1201,3.0
index_1202,3.0
index_1203,3.0
index_1204,3.0
index_1205,3.0
index_1206,3.0
index_1207,3.0
index_1208,3.0
index_1209,3.0
index_1210,3.0
index_1211,3.0
index_1212,3.0
index_1213,3.0
index_1214,3.0
index_1215,3.0
index_1216,3.0
index_1217,3.0
index_1218,3.0
index_1219,3.0
index_1220,3.0
index_1221,3.0
index_1222,3.0
index_1223,3.0
index_1224,3.0
index_1225,3.0
index_1226,3.0
index_1227,3.0
index_1228,3.0
index_1229,3.0
index_1230,3.0
index_1231,3.0
index_1232,3.0
index_1233,3.0
index_1234,3.0
index_1235,3.0
index_1236,3.0
index_1237,3.0
index_1238,3.0
index_1239,3.0
index_1240,3.0
index_1241,3.0
index_1242,3.0
index_1243,3.0
index_1244,3.0
index_1245,3.0
index_1246,3.0
index_1247,3.0
index_1248,3.0
index_1249,3.0
index_1250,3.0
index_1251,3.0
index_1252,3.0
index_1253,3.0
index_1254,3.0
index_1255,3.0
index_1256,3.0
index_1257,3.0
index_1258,3.0
index_1259,3.0
index_1260,3.0
index_1261,3.0
index_1262,3.0
index_1263,3.0
index_1264,3.0
index_1265,3.0
index_1266,3.0
index_1267,3.0
index_1268,3.0
index_1269,3.0
index_1270,3.0
index_1271,3.0
index_1272,3.0
index_1273,3.0
index_1274,3.0
index_1275,3.0
index_1276,3.0
index_1277,3.0
index_1278,3.0
index_1279,3.0
index_1280,3.0
index_1281,3.0
index_1282,3.0
index_1283,3.0
index_1284,3.0
index_1285,3.0
index_1286,3.0
index_1287,3.0
index_1288,3.0
index_1289,3.0
index_1290,3.0
index_1291,3.0
index_1292,3.0
index_1293,3.0
index_1294,3.0
index_1295,3.0
index_1296,3.0
index_1297,3.0
index_1298,3.0
index_1299,3.0
index_1300,3.0
index_1301,3.0
index_1302,3.0
index_1303,3.0
index_1304,3.0
index_1305,3.0
index_1306,3.0
index_1307,3.0
index_1308,3.0
index_1309,3.0
index_1310,3.0
index_1311,3.0
index_1312,3.0
index_1313,3.0
index_1314,3.0
index_1315,3.0
index_1316,3.0
index_1317,3.0
index_1318,3.0
index_1319,3.0
index_1320,3.0
index_1321,3.0
index_1322,3.0
index_1323,3.0
index_1324,3.0
index_1325,3.0
index_1326,3.0
index_1327,3.0
index_1328,3.0
index_1329,3.0
index_1330,3.0
index_1331,3.0
index_1332,3.0
index_1333,3.0
index_1334,3.0
index_1335,3.0
index_1336,3.0
index_1337,3.0
index_1338,3.0
index_1339,3.0
index_1340,3.0
index_1341,3.0
index_1342,3.0
index_1343,3.0
index_1344,3.0
index_1345,3.0
index_1346,3.0
index_1347,3.0
index_1348,3.0
index_1349,3.0
index_1350,3.0
index_1351,3.0
index_1352,3.0
index_1353,3.0
index_1354,3.0
index_1355,3.0
index_1356,3.0
index_1357,3.0
index_1358,3.0
index_1359,3.0
index_1360,3.0
index_1361,3.0
index_1362,3.0
index_1363,3.0
index_1364,3.0
index_1365,3.0
index_1366,3.0
index_1367,3.0
index_1368,3.0
index_1369,3.0
index_1370,3.0
index_1371,3.0
index_1372,3.0
index_1373,3.0
index_1374,3.0
index_1375,3.0
index_1376,3.0
index_1377,3.0
index_1378,3.0
index_1379,3.0
index_1380,3.0
index_1381,3.0
index_1382,3.0
index_1383,3.0
index_1384,3.0
index_1385,3.0
index_1386,3.0
index_1387,3.0
index_1388,3.0
index_1389,3.0
index_1390,3.0
index_1391,3.0
index_1392,3.0
index_1393,3.0
index_1394,3.0
index_1395,3.0
index_1396,3.0
index_1397,3.0
index_1398,3.0
index_1399,3.0
index_1400,3.0
index_1401,3.0
index_1402,3.0
index_1403,3.0
index_1404,3.0
index_1405,3.0
index_1406,3.0
index_1407,3.0
index_1408,3.0
index_1409,3.0
index_1410,3.0
index_1411,3.0
index_1412,3.0
index_1413,3.0
index_1414,3.0
index_1415,3.0
index_1416,3.0
index_1417,3.0
index_1418,3.0
index_1419,3.0
index_1420,3.0
index_1421,3.0
index_1422,3.0
index_1423,3.0
index_1424,3.0
index_1425,3.0
index_1426,3.0
index_1427,3.0
index_1428,3.0
index_1429,3.0
index_1430,3.0
index_1431,3.0
index_1432,3.0
index_1433,3.0
index_1434,3.0
index_1435,3.0
index_1436,3.0
index_1437,3.0
index_1438,3.0
index_1439,3.0
index_1440,3.0
index_1441,3.0
index_1442,3.0
index_1443,3.0
index_1444,3.0
index_1445,3.0
index_1446,3.0
index_1447,3.0
index_1448,3.0
index_1449,3.0
index_1450,3.0
index_1451,3.0
index_1452,3.0
index_1453,3.0
index_1454,3.0
index_1455,3.0
index_1456,3.0
index_1457,3.0
index_1458,3.0
index_1459,3.0
index_1460,3.0
index_1461,3.0
index_1462,3.0
index_1463,3.0
index_1464,3.0
index_1465,3.0
index_1466,3.0
index_1467,3.0
index_1468,3.0
index_1469,3.0
index_1470,3.0
index_1471,3.0
index_1472,3.0
index_1473,3.0
index_1474,3.0
index_1475,3.0
index_1476,3.0
index_1477,3.0
index_1478,3.0
index_1479,3.0
index_1480,3.0
index_1481,3.0
index_1482,3.0
index_1483,3.0
index_1484,3.0
index_1485,3.0
index_1486,3.0
index_1487,3.0
index_1488,3.0
index_1489,3.0
index_1490,3.0
index_1491,3.0
index_1492,3.0
index_1493,3.0
index_1494,3.0
index_1495,3.0
index_1496,3.0
index_1497,3.0
index_1498,3.0
index_1499,3.0
index_1500,3.0
index_1501,3.0
index_1502,3.0
index_1503,3.0
index_1504,3.0
index_1505,3.0
index_1506,3.0
index_1507,3.0
index_1508,3.0
index_1509,3.0
index_1510,3.0
index_1511,3.0
index_1512,3.0
index_1513,3.0
index_1514,3.0
index_1515,3.0
index_1516,3.0
index_1517,3.0
index_1518,3.0
index_1519,3.0
index_1520,3.0
index_1521,3.0
index_1522,3.0
index_1523,3.0
index_1524,3.0
index_1525,3.0
index_1526,3.0
index_1527,3.0
index_1528,3.0
index_1529,3.0
index_1530,3.0
index_1531,3.0
index_1532,3.0
index_1533,3.0
index_1534,3.0
index_1535,3.0
index_1536,3.0
index_1537,3.0
index_1538,3.0
index_1539,3.0
index_1540,3.0
index_1541,3.0
index_1542,3.0
index_1543,3.0
index_1544,3.0
index_1545,3.0
index_1546,3.0
index_1547,3.0
index_1548,3.0
index_1549,3.0
index_1550,3.0
index_1551,3.0
index_1552,3.0
index_1553,3.0
index_1554,3.0
index_1555,3.0
index_1556,3.0
index_1557,3.0
index_1558,3.0
index_1559,3.0
index_1560,3.0
index_1561,3.0
index_1562,3.0
index_1563,3.0
index_1564,3.0
index_1565,3.0
index_1566,3.0
index_1567,3.0
index_1568,3.0
index_1569,3.0
index_1570,3.0
index_1571,3.0
index_1572,3.0
index_1573,3.0
index_1574,3.0
index_1575,3.0
index_1576,3.0
index_1577,3.0
index_1578,3.0
index_1579,3.0
index_1580,3.0
index_1581,3.0
index_1582,3.0
index_1583,3.0
index_1584,3.0
index_1585,3.0
index_1586,3.0
index_1587,3.0
index_1588,3.0
index_1589,3.0
index_1590,3.0
index_1591,3.0
index_1592,3.0
index_1593,3.0
index_1594,3.0
index_1595,3.0
index_1596,3.0
index_1597,3.0
index_1598,3.0
index_1599,3.0
index_1600,3.0
index_1601,3.0
index_1602,3.0
index_1603,3.0
index_1604,3.0
index_1605,3.0
index_1606,3.0
index_1607,3.0
index_1608,3.0
index_1609,3.0
index_1610,3.0
index_1611,3.0
index_1612,3.0
index_1613,3.0
index_1614,3.0
index_1615,3.0
index_1616,3.0
index_1617,3.0
index_1618,3.0
index_1619,3.0
index_1620,3.0
index_1621,3.0
index_1622,3.0
index_1623,3.0
index_1624,3.0
index_1625,3.0
index_1626,3.0
index_1627,3.0
index_1628,3.0
index_1629,3.0
index_1630,3.0
index_1631,3.0
index_1632,3.0
index_1633,3.0
index_1634,3.0
index_1635,3.0
index_1636,3.0
index_1637,3.0
index_1638,3.0
index_1639,3.0
index_1640,3.0
index_1641,3.0
index_1642,3.0
index_1643,3.0
index_1644,3.0
index_1645,3.0
index_1646,3.0
index_1647,3.0
index_1648,3.0
index_1649,3.0
index_1650,3.0
index_1651,3.0
index_1652,3.0
index_1653,3.0
index_1654,3.0
index_1655,3.0
index_1656,3.0
index_1657,3.0
index_1658,3.0
index_1659,3.0
index_1660,3.0
index_1661,3.0
index_1662,3.0
index_1663,3.0
index_1664,3.0
